Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
80457,2008,08/19/2009,Glastonbury,66 COOPER DR,174100.00,273000.00,0.637728938,Single Family,Single Family,,,,
200626,2020,07/19/2021,Trumbull,11 GREEN ACRES LANE,305480.00,535000.00,0.5709,Residential,Single Family,,,,POINT (-73.19989 41.28472)
100256,2010,02/15/2011,Middletown,29 BENJAMIN LA,213280.00,333000.00,0.64048048,Single Family,Single Family,,,,
180716,2018,08/06/2019,Torrington,188 PENNY LN,189680.00,230000.00,0.8246,Single Family,Single Family,,,,
69226,2006,03/28/2007,South Windsor,20 BENJAMIN WAY,134150.00,260000.00,0.515961538,Single Family,Single Family,,,,
160192,2016,03/16/2017,Windsor,255 HIGH PATH RD,47670.00,88000.00,0.541704545,Condo,Condo,,,,POINT (-72.65674 41.89062)
200198,2020,04/27/2021,Windham,136 TUCKIE RD,149690.00,260000.00,0.5757,Residential,Single Family,,,,
12522,2012,05/30/2013,Fairfield,979 SOUTH BENSON ROAD,616420.00,750000.00,0.821893333,Single Family,Single Family,14 - Foreclosure,,,
30202,2003,02/27/2004,Stonington,26 ROSSIE ST,115100.00,227000.00,0.507048458,,,,,,
20395,2020,01/27/2021,New Britain,381 ELLIS ST,111370.00,235000.00,0.4739,Residential,Two Family,,,,
180109,2018,11/08/2018,New Britain,186 SOUTH MAIN ST,152740.00,134400.00,1.1364,,,14 - Foreclosure,,,
150030,2015,12/08/2015,Winchester,91 E MT AVE,88550.00,139900.00,0.632952109,Single Family,Single Family,,,,
170822,2017,09/21/2018,Winchester,8 WOODLAND AVE,114450.00,136000.00,0.8415,Single Family,Single Family,,,,
190153,2019,02/24/2020,Newington,18 BAYBERRY RD,124700.00,185000.00,0.6741,Single Family,Single Family,,,,
30737,2003,07/15/2004,Enfield,1 ARTHUR AVE,65940.00,165900.00,0.397468354,,,,,,
180181,2018,11/30/2018,Manchester,501 1/2 TOLLAND TURNPIKE,85300.00,157000.00,0.543312102,Single Family,Single Family,07 - Change in Property,,TOTAL REMODEL PER MLS - SEE PREVIOUS SALE #170410 WITH SAME ASSESSMENT,
31834,2003,08/27/2004,Danbury,14 KAREN RD,46300.00,443850.00,0.104314521,,,7,,,
10318,2001,06/11/2002,Bloomfield,1083 J BLUE HLS,23100.00,46000.00,0.502173913,,,,,,
100603,2010,07/11/2011,West Hartford,28 LINCOLN AVE,235100.00,381250.00,0.616655738,Single Family,Single Family,,,,
10162,2001,01/31/2002,Guilford,234 GLENWOOD DR,101220.00,184000.00,0.550108696,,,,,,
70066,2007,12/31/2007,Ellington,29 CRYSTAL RIDGE DR,79580.00,505000.00,0.157584158,Single Family,Single Family,07 - Change in Property,,,
18269,2018,06/26/2019,Montville,49 VERMONT DR,133870.00,215000.00,0.6226,Single Family,Single Family,,,,
13031,2013,10/11/2013,Hartford,68 GOODRICH ST,40346.00,116000.00,0.347810345,Single Family,Single Family,,,,
110343,2011,07/26/2012,Torrington,63 NORTHSIDE DR,102860.00,114000.00,0.902280702,Single Family,Single Family,25 - Other,A/S=.90,,
190009,2019,10/25/2019,Washington,106 BEE BROOK RD,181240.00,305001.00,0.5942,Single Family,Single Family,25 - Other,Swap or Trade of 2 Buildings Between Employer & Employee,,
10071,2010,11/24/2010,Southington,151 BUTTERNUT LN,254800.00,315000.00,0.808888889,Single Family,Single Family,,,,
120186,2012,06/04/2013,New London,73 VAUXHALL ST,201390.00,101000.00,1.993960396,Single Family,Single Family,14 - Foreclosure,BANK SALE,,
140013,2014,11/03/2014,Somers,65 SUNCREST DR,302100.00,460000.00,0.65673913,Single Family,Single Family,,,,
40542,2004,04/15/2005,East Hartford,622 OAK ST,109820.00,249900.00,0.439455782,,,,,,
10808,2001,08/16/2002,Glastonbury,26 SHELLEY LN,88410.00,150000.00,0.5894,,,1,,,POINT (-72.60196 41.7262)
160507,2016,07/21/2017,Glastonbury,287 CARRIAGE DR,262200.00,500000.00,0.5244,Single Family,Single Family,,,,
60315,2006,12/21/2006,Danbury,43 STETSON PL,158900.00,316000.00,0.502848101,Condo,Condo,,,,
40119,2004,08/16/2005,Goshen,W HYERDALE DR,45110.00,190000.00,0.237421053,,,,,,
20623,2020,07/12/2021,Newtown,6 APPLEBLOSSOM LANE,173510.00,400000.00,0.4337,Residential,Single Family,,,,
181215,2018,09/05/2019,Danbury,18 HUNTINGTON DR,377500.00,502250.00,0.7516,Single Family,Single Family,,F04056,,
131291,2013,07/09/2014,Bridgeport,155 BREWSTER STREET,215180.00,305000.00,0.705508197,Condo,Condo,,,,
16191,2016,05/04/2017,Darien,6 DARIEN CLOSE,454650.00,738000.00,0.616056911,Condo,Condo,,,,
30460,2003,09/03/2004,North Haven,18 CANTERBURY WAY,255640.00,445000.00,0.57447191,,,,,,
30150,2003,05/06/2004,Old Lyme,24 3 SHORT HLS RD,169100.00,0.00,0,,,1,,,POINT (-72.27564 41.32172)
10102,2001,06/03/2002,Goshen,DRESDEN CIR,16630.00,7500.00,2.217333333,,,25,,,
180104,2018,06/26/2019,Hebron,57 OLDE HALL RD,250440.00,360000.00,0.6956,Single Family,Single Family,,,,
40171,2004,11/22/2004,Westport,16 HERMIT LN,636100.00,1262500.00,0.503841584,,,,,,
50427,2005,06/29/2006,Vernon,31 GRADY RD,117170.00,242000.00,0.484173554,,,,,,
10213,2001,06/17/2002,Coventry,11 CINDY DR,134470.00,255000.00,0.527333333,,,,,,
50258,2005,11/23/2005,Meriden,138 NEWTON ST,79310.00,215000.00,0.368883721,,,,,,
1500262,2015,06/14/2016,Guilford,1881 ROUTE 80,227410.00,300000.00,0.758033333,Single Family,Single Family,,,,POINT (-72.74061 41.34553)
51764,2005,08/11/2006,New Haven,53 CARMEL ST,54810.00,152500.00,0.359409836,,,10,,,
161012,2016,08/11/2017,Hamden,11 DANIEL RD,111160.00,85000.00,1.307764706,Single Family,Single Family,25 - Other,,PURCHASE TO FLIP,
70416,2007,04/16/2008,Greenwich,CHERRY BLOSSOM & TACONIC RD,5760020.00,8982000.00,0.641284792,,,17 - Two Towns,5 PARCELS (11-3223/3224/3225/3227/3228) - GREENWICH /STAMFORD BORDER,,
30393,2003,02/02/2004,Hamden,105 FOUR ROD RD,125650.00,265000.00,0.474150943,,,,,,
21269,2002,09/26/2003,Stratford,188-190 ADAMS ST,119940.00,285000.00,0.420842105,,,,,,POINT (-73.14052 41.18096)
30434,2003,07/28/2004,Bloomfield,1 CAMELOT DR UT 1,32200.00,107000.00,0.300934579,,,,,,POINT (-72.70398 41.83067)
20857,2002,06/27/2003,Greenwich,109 SPRUCE ST,153510.00,216000.00,0.710694444,,,1,,,
52324,2005,08/15/2006,Stamford,46 TERRACE AVE,157220.00,577500.00,0.272242424,,,,,,POINT (-73.55221 41.07886)
120065,2012,08/13/2013,Harwinton,79 BOGUE RD,128490.00,160000.00,0.8030625,Single Family,Single Family,,,,
170364,2017,07/09/2018,Wethersfield,59 MCMULLEN AVE,141500.00,215000.00,0.6581,Single Family,Single Family,,,,
140357,2014,08/10/2015,New Milford,140 PAPER MILL RD,153230.00,227500.00,0.673538462,Single Family,Single Family,,,,
30611,2003,05/07/2004,Manchester,119 TONICA SPG,44100.00,37000.00,1.191891892,,,3,,,
21505,2002,03/27/2003,Bridgeport,48-52 DOVER ST,69579.00,115000.00,0.605034783,,,,,,
40146,2004,12/29/2004,New London,60 RAYMOND ST,93590.00,142600.00,0.65631136,,,18,,,
10304,2001,02/13/2002,Glastonbury,100 KINGSBURY LN C20,88900.00,164900.00,0.539114615,,,,,,
60038,2006,10/31/2006,Seymour,58 BROOKFIELD RD,328440.00,525000.00,0.6256,Single Family,Single Family,,,,
10029,2001,10/03/2001,West Hartford,181 LOOMIS DR,30990.00,85000.00,0.364588235,,,,,,
30562,2003,04/27/2004,East Hartford,154 CRESCENT DR,64090.00,123000.00,0.521056911,,,,,,
80243,2008,08/03/2009,Simsbury,51 MUNNISUNK DRIVE,181800.00,278000.00,0.653956835,Single Family,Single Family,,,,
150017,2015,10/26/2015,Bethel,9 SKY EDGE DRIVE,160890.00,269900.00,0.59610967,Single Family,Single Family,,,,POINT (-73.40348 41.41506)
10446,2001,07/24/2002,Waterford,706 VAUXHALL ST EXT,80050.00,165900.00,0.48251959,,,,,,
80881,2008,08/06/2009,Stamford,118 WEED HILL AVENUE,384910.00,405000.00,0.950395062,Single Family,Single Family,,,,POINT (-73.52531 41.0984)
170151,2017,06/28/2018,Tolland,151 BAKOS ROAD,178800.00,295000.00,0.6061,Single Family,Single Family,,,,
201013,2020,05/14/2021,Greenwich,150 WEAVER STREET,1959160.00,2400000.00,0.8163,Residential,Single Family,,,,POINT (-73.65266 41.02806)
70004,2007,10/03/2007,Griswold,8 JAMES AVE,151550.00,250000.00,0.6062,Single Family,Single Family,01 - Family,,,
10201,2001,11/30/2001,West Haven,31 SYCAWAY ST,72240.00,130000.00,0.555692308,,,,,,
110212,2011,07/23/2012,Guilford,581 JENNIFERS DR,477800.00,549500.00,0.869517743,Single Family,Single Family,16 - Charitable Group,N16,,
150019,2015,10/16/2015,Berlin,222 SAVAGE HILL RD,192200.00,288000.00,0.667361111,Single Family,Single Family,,qualified sale,,
20155,2002,11/18/2002,Stratford,73 PORTER ST,98310.00,200000.00,0.49155,,,,,,POINT (-73.14902 41.20825)
170069,2017,07/24/2018,Sherman,12 ROUTE 55 WEST,415300.00,480000.00,0.8652,Single Family,Single Family,07 - Change in Property,,,
130104,2013,04/10/2014,Brooklyn,65 FAIRWAY DR,212900.00,249000.00,0.85502008,Single Family,Single Family,,,,
90116,2009,06/18/2010,East Haddam,153 LONGWOOD DR,88690.00,37250.00,2.380939597,Single Family,Single Family,01 - Family,,,
40408,2004,02/24/2005,Hamden,36 LAKEVIEW AVE,78260.00,223000.00,0.350941704,,,,,,
150751,2015,06/30/2016,West Hartford,68 EAST MAXWELL DRIVE,477680.00,822315.00,0.580896615,Single Family,Single Family,07 - Change in Property,,,
192647,2019,09/18/2020,Bridgeport,26 STURTEVANT PL,129850.00,270000.00,0.4809,Single Family,Single Family,,,,POINT (-73.17106 41.21353)
180121,2018,11/30/2018,Groton,36 NORTH RD,126350.00,130000.00,0.971923077,Single Family,Single Family,25 - Other,,PER MLS CASH OR REHAB LOAN,
18549,2018,05/29/2019,East Hartford,189 OAK ST,107950.00,196000.00,0.5507,Single Family,Single Family,,,,POINT (-72.57839 41.75911)
100093,2010,05/09/2011,Mansfield,38 OLSEN DR,149450.00,208000.00,0.718509615,Single Family,Single Family,,,,
200096,2020,06/09/2021,Goshen,WL156  BUEFORD CT,137020.00,205000.00,0.6683,Vacant Land,,,,,
50840,2005,09/22/2006,Enfield,1 OAKRIDGE DR,70560.00,175000.00,0.4032,,,,,,
20151,2002,03/10/2003,Colchester,TAYLOR RD,44500.00,79900.00,0.556946183,,,3,,,
191112,2019,08/13/2020,Norwalk,105 RICHARDS AVE UNIT 2303,148900.00,216000.00,0.6894,Condo,Condo,,5-70-27-2303,,
60191,2006,04/23/2007,Darien,17 ABBEY RD,502250.00,950000.00,0.528684211,Single Family,Single Family,,,,
40604,2004,12/10/2004,Waterbury,99 HAWLEY ST,70490.00,120000.00,0.587416667,,,,,,
191075,2019,09/29/2020,Greenwich,3 RIDGE PLACE,402430.00,650000.00,0.6191,Two Family,Two Family,25 - Other,NOT LISTED,,
180010,2018,10/01/2018,Danbury,25 WOOSTER HEIGHTS,162400.00,310000.00,0.523870968,Single Family,Single Family,07 - Change in Property,"PER ZILLOW MODERN UPDATES TO KITCHEN, BATHS / H17003",,
50529,2005,07/27/2006,Farmington,NEW BRITAIN AVE,42630.00,175000.00,0.2436,,,,,,
10204,2001,05/01/2002,Clinton,53 JAMES VINCENT DR,55500.00,350000.00,0.158571429,,,7,,,
900477,2009,08/30/2010,Enfield,30 GANNY TERR,121450.00,170000.00,0.714411765,Single Family,Single Family,,,,
30354,2003,04/02/2004,Groton,11 MERYL CT,40460.00,126900.00,0.318833727,,,,,,
80056,2008,02/10/2009,Clinton,13 SETTLERS LN,188600.00,25000.00,7.544,Single Family,Single Family,01 - Family,,,
200158,2020,01/08/2021,Madison,61 MENDINGWALL CIR,232800.00,360000.00,0.6466,Residential,Single Family,25 - Other,sale by exec of estate,,POINT (-72.62292 41.36763)
120143,2012,05/29/2013,Windham,22 WALNUT ST,161980.00,80000.00,2.02475,,,08 - Part Interest,,,
70250,2007,06/06/2008,East Lyme,12 OLD STONE WAY,139370.00,541000.00,0.257615527,Single Family,Single Family,07 - Change in Property,,,
170028,2017,10/19/2017,Westport,19 CENTER STREET,1561900.00,2275000.00,0.686549451,Single Family,Single Family,,,,
160410,2016,05/31/2017,Norwich,338 BOSWELL AVE,60800.00,109000.00,0.557798165,Single Family,Single Family,,,,
40555,2004,07/22/2005,Newington,59 GOLF ST,146680.00,245000.00,0.598693878,,,,,,
30225,2003,03/17/2004,Plainville,135 NEW BRITAIN AVE,28930.00,180000.00,0.160722222,,,7,,,
130747,2013,09/29/2014,Hamden,55 HELEN ST,140140.00,161000.00,0.870434783,Single Family,Single Family,,,,
100039,2010,06/20/2011,Ashford,64 VARGA RD,148200.00,139900.00,1.059328091,Single Family,Single Family,25 - Other,PER MLS FREEZE DAMAGE - NEEDS REPAIRS,,
190189,2019,05/29/2020,Clinton,4 WALKLEY MILL,226000.00,358000.00,0.6313,Single Family,Single Family,,,,
2000482,2020,07/02/2021,Wethersfield,196 BRIMFIELD RD,150630.00,268000.00,0.562,Residential,Single Family,,,,
60783,2006,09/07/2007,Glastonbury,57 AUTUMN LN,1100.00,491533.00,0.002237897,Condo,Condo,07 - Change in Property,,,POINT (-72.56569 41.69629)
180853,2018,07/01/2019,Middletown,156 OLD FARMS WEST,265260.00,432000.00,0.614,Single Family,Single Family,,,,
20307,2020,08/25/2021,Winchester,50 MANCHESTER HEIGHTS,96530.00,196000.00,0.4925,Residential,Single Family,,,,
19121,2019,08/14/2020,Durham,MADISON ROAD,0.00,4000.00,0,,,06 - Portion of Property,0.182 acres was split off of a 31.34 acre parcel,,
60031,2006,12/15/2006,Essex,20 HEMLOCK DR,730100.00,1275000.00,0.572627451,Single Family,Single Family,,,,
2020165,2020,02/16/2021,Berlin,33 IRIS WAY,201700.00,280000.00,0.7203,Residential,Condo,,,,
20535,2002,05/12/2003,Wallingford,134 N BRANFORD RD,420900.00,765000.00,0.550196078,,,,,,
150165,2015,09/01/2016,Weston,11 DOGWOOD LANE,1031900.00,1550000.00,0.665741935,Single Family,Single Family,,,,
140080,2014,04/28/2015,East Haddam,21 WOCL RD,591800.00,700000.00,0.845428571,Single Family,Single Family,28 - Use Assessment,,,
161206,2016,09/05/2017,Middletown,35 POINSETTIA ST,139640.00,225000.00,0.620622222,Single Family,Single Family,,,,POINT (-72.66086 41.53649)
30131,2003,11/04/2003,Middletown,120 ACORN DR,153120.00,235000.00,0.651574468,,,,,,
200135,2020,04/22/2021,Mansfield,166 BIRCH RD,90000.00,198000.00,0.4545,Residential,Single Family,,,,
140574,2014,03/03/2015,Norwalk,10 PINE POINT RD,1024660.00,2750000.00,0.372603636,Single Family,Single Family,07 - Change in Property,,,POINT (-73.44072 41.06)
160069,2016,11/21/2016,South Windsor,35 MAIN ST E-12,9900.00,10000.00,0.99,Single Family,Single Family,25 - Other,MOBILE HOME,PURCHASE FROM PARK OWNER - POSSIBLE FORECLOSURE,
110109,2011,06/19/2012,Suffield,444 RUSSELL AVE,231280.00,367900.00,0.628649089,Single Family,Single Family,,,,
40828,2004,07/01/2005,Manchester,35 CHESTNUT ST,78600.00,230000.00,0.34173913,,,,,,
20138,2002,11/13/2002,Stratford,98 SUTTON AVE,103160.00,240000.00,0.429833333,,,,,,
42186,2004,06/28/2005,Stamford,50 RIDGE BRK DR,502180.00,1295000.00,0.387783784,,,,,,
90044,2009,11/19/2009,Plainville,97 DALLAS AVE A-8,108990.00,145000.00,0.751655172,Condo,Condo,,,,
1700065,2017,08/15/2018,Willington,125 RUBY RD,103510.00,160000.00,0.6469,Single Family,Single Family,,RAISED RANCH,,
120020,2012,10/12/2012,Groton,28 WALTER FISH AVE,148540.00,185000.00,0.802918919,Single Family,Single Family,14 - Foreclosure,sale after foreclosure,,
80259,2008,04/03/2009,Wallingford,28 NORMAN AVE,131200.00,195000.00,0.672820513,Single Family,Single Family,,,,
40385,2004,06/22/2005,Simsbury,3 RICHARD RD,127510.00,290000.00,0.439689655,,,,,,
170001,2017,10/02/2017,Hamden,12 ALBERT ROAD,106680.00,176000.00,0.6061,Single Family,Single Family,,,,
200103,2020,01/08/2021,Cromwell,7 RIDGE RD,162260.00,165000.00,0.9833,Residential,Single Family,01 - Family,,,
90520,2009,07/22/2010,Middletown,2022 SAYBROOK RD,147180.00,139000.00,1.058848921,Single Family,Single Family,01 - Family,,,POINT (-72.5902 41.50976)
30530,2003,06/23/2004,Westport,42 MORNINGSIDE DR S,441700.00,3300000.00,0.133848485,,,7,,,
20073,2002,11/14/2002,Avon,2 N POINT LNDG,278360.00,420000.00,0.662761905,,,,,,
70038,2007,11/01/2007,New Milford,4 NORTHERN VIEW DR,292670.00,387700.00,0.7548878,Single Family,Single Family,,,,
800232,2008,02/20/2009,East Hartford,421 TOLLAND ST UNIT 206,53270.00,87400.00,0.609496568,Condo,Condo,,,,
31540,2003,04/29/2004,Waterbury,112 PIERPONT RD UT A9,52290.00,75800.00,0.689841689,,,,,,
50220,2005,12/28/2005,Shelton,129 COUNTRY PL,87010.00,235000.00,0.370255319,,,,,,
140172,2014,03/27/2015,Avon,157 FORGE DRIVE,245880.00,349000.00,0.704527221,Single Family,Single Family,,,,
19401,2019,02/18/2020,Hartford,160 WESTMINSTER ST,42980.00,110000.00,0.3907,Single Family,Single Family,14 - Foreclosure,(NO CONVEYANCE) HUD SALE,,
200078,2020,11/02/2020,Groton,31 STEAMBOAT WHARF U18,497840.00,895000.00,0.5562,Residential,Condo,,,,POINT (-71.97095 41.35376)
90093,2009,11/18/2009,Wallingford,3 SORRENTO RD,202580.00,289000.00,0.700968858,Single Family,Single Family,,,,
40150,2004,09/09/2005,Prospect,93 PLANK RD,11840.00,100000.00,0.1184,,,1,,,
160277,2016,06/22/2017,Stonington,109 OLD NORTH RD,225400.00,380000.00,0.593157895,Single Family,Single Family,,,,
10091,2001,12/10/2001,Cromwell,33 WOODLAND DR,27930.00,74900.00,0.372897196,,,,,,
15013,2015,10/05/2015,North Haven,11 RANDALL DRIVE,187600.00,187500.00,1.000533333,Single Family,Single Family,,,,
100025,2010,11/04/2010,Stonington,33 RIVERBEND DR,220800.00,275000.00,0.802909091,Single Family,Single Family,,,,
30879,2003,07/19/2004,Fairfield,253 ARBOR TER,235760.00,450000.00,0.523911111,,,,,,
1700027,2017,11/06/2017,Wolcott,30 RIVERVIEW CIR,119360.00,209900.00,0.568651739,Single Family,Single Family,,nothing available to indicate other than arm's length transaction,,
160072,2016,12/22/2016,Windham,18 SELDEN ST,93530.00,113000.00,0.827699115,Single Family,Single Family,,,,
30033,2003,10/14/2003,Middletown,44 BRAEBURN LN,59040.00,106000.00,0.556981132,,,,,,
200409,2020,06/07/2021,Windsor,124 HIGH PATH RD,63700.00,116000.00,0.5491,Residential,Condo,,,,POINT (-72.65265 41.89437)
10900,2001,06/11/2002,Milford,16 OXFORD RD,174230.00,360000.00,0.483972222,,,,,,
200067,2020,10/22/2020,Branford,10 WEST HAYCOCK PT RD,193200.00,142500.00,1.3557,Residential,Single Family,08 - Part Interest,1/2 INT,,
190147,2019,11/25/2019,West Hartford,1699 ASYLUM AVENUE,253680.00,359900.00,0.7049,Single Family,Single Family,,,,
170634,2017,06/04/2018,Fairfield,238 GLEN RIDGE ROAD,342300.00,503000.00,0.6805,Single Family,Single Family,,,,
40204,2004,03/04/2005,North Haven,8 COTTONTAIL LN,129710.00,300000.00,0.432366667,,,,,,
160607,2016,05/02/2017,Stratford,125 WARNER HILL RD UNIT 139,86800.00,129000.00,0.672868217,Condo,Condo,,,,
110056,2011,01/05/2012,Guilford,2004 BOSTON POST RD,269440.00,325000.00,0.829046154,Single Family,Single Family,,,,
121032,2012,08/12/2013,Norwalk,35 BROOKLAWN AVE,243530.00,308000.00,0.790681818,Single Family,Single Family,,,,
61123,2006,03/26/2007,Waterbury,26 WILDEMERE AVE,67620.00,137695.00,0.49108537,Single Family,Single Family,,,,
1910172,2019,01/21/2020,Naugatuck,701 BEACON VALLEY RD #B18,40950.00,45000.00,0.91,Condo,Condo,26 - Rehabilitation Deferred,,,
160266,2016,07/18/2017,Bloomfield,6 SHARON ST,138390.00,235000.00,0.588893617,Single Family,Single Family,,,,
40251,2004,06/06/2005,Windsor Locks,433 ELM ST,116000.00,202900.00,0.571710202,,,,,,POINT (-72.65807 41.92659)
61194,2006,09/14/2007,Bristol,11 HULL ST,104970.00,225000.00,0.466533333,Single Family,Single Family,,,,
100056,2010,01/03/2011,Plainville,44 LINCOLN ST,117740.00,140000.00,0.841,Single Family,Single Family,,,,
11203,2001,04/09/2002,Stamford,195 SHIPPAN AVE,97160.00,300000.00,0.323866667,,,,,,
10457,2001,02/15/2002,Hamden,121 TOWNE HOUSE RD,53760.00,97500.00,0.551384615,,,,,,POINT (-72.92319 41.37567)
130465,2013,07/18/2014,Wallingford,74 WHITE TAIL LN,136400.00,182000.00,0.749450549,Condo,Condo,,,,
10074,2010,12/06/2010,Groton,73 MURPHYS DR,164990.00,222000.00,0.743198198,Condo,Condo,,,,POINT (-72.07802 41.3928)
18287,2018,05/31/2019,Farmington,6 WINDSWEPT LANE,125860.00,526000.00,0.2392,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION 10% COMPLETE 10/1/2018,,
160110,2016,12/01/2016,Norwich,191 PALMER ST EXT REAR,68100.00,138000.00,0.493478261,Single Family,Single Family,,,,
20159,2002,10/29/2002,New Haven,633 WINCHESTER AVE,40880.00,37000.00,1.104864865,,,7,,,
140201,2014,07/02/2015,Old Saybrook,117 NEHANTIC TRAIL,232200.00,83333.00,2.786411146,Single Family,Single Family,08 - Part Interest,,,POINT (-72.40327 41.28126)
200323,2020,08/16/2021,Suffield,305 BRIDGE ST,227500.00,450000.00,0.5055,Residential,Single Family,,"OVER ASK PRICE OF $430,000",,
20175,2020,01/28/2021,North Haven,24 MARION CT,247210.00,390000.00,0.6338,Residential,Single Family,25 - Other,EXECUTORS DEED,,
180068,2018,11/14/2018,Stonington,262 COVE RD,776870.00,990000.00,0.7847,Single Family,Single Family,28 - Use Assessment,"133-5-7+9,133-5-6A,132-2-4",,
70084,2007,02/11/2008,Tolland,47 SUMMIT DR,123800.00,234000.00,0.529059829,Single Family,Single Family,,,,
130274,2013,02/14/2014,Stratford,1064 STRATFORD AVE,171500.00,180000.00,0.952777778,Two Family,Two Family,25 - Other,TO BE RENOVATED,,POINT (-73.13126 41.18695)
180828,2018,07/02/2019,West Hartford,109 DOVER ROAD,265370.00,465000.00,0.5706,Two Family,Two Family,,,,
10476,2001,04/09/2002,Torrington,41 CHATAM LN,63700.00,102500.00,0.621463415,,,,,,
150065,2015,06/30/2016,Columbia,379 RT 66 S,132200.00,125000.00,1.0576,Single Family,Single Family,,28/29,,POINT (-72.33364 41.6819)
1800065,2018,05/09/2019,Sterling,GIBSON HILL RD,22320.00,285000.00,0.0783,,,28 - Use Assessment,LAND IN PA 490 CLASSIFICATION,,
19271,2019,07/07/2020,Darien,30 HILLCREST AVE,733390.00,1195000.00,0.6137,Single Family,Single Family,,,,
20170,2002,09/26/2003,Essex,72 WALNUT ST,92430.00,255000.00,0.362470588,,,,,,
13112,2013,03/10/2014,North Haven,1890 RIDGE ROAD,224070.00,255000.00,0.878705882,Single Family,Single Family,,,,POINT (-72.88801 41.39056)
50381,2005,06/27/2006,Cheshire,40 TROUT BRK RD,290760.00,512500.00,0.567336585,,,,,,
170103,2017,02/16/2018,Putnam,47 CHURCH ST,27000.00,13000.00,2.0769,,,09 - Tax,,,
